"","DateRep","Cases","Deaths","Country"
"5307",2020-04-20,131,9,"Denmark"
"5308",2020-04-21,180,6,"Denmark"
"5309",2020-04-22,217,14,"Denmark"
"5310",2020-04-23,163,10,"Denmark"
"5311",2020-04-24,137,9,"Denmark"
"5312",2020-04-25,235,15,"Denmark"
"5313",2020-04-26,130,4,"Denmark"
"5314",2020-04-27,123,5,"Denmark"
"5315",2020-04-28,153,7,"Denmark"
"5316",2020-04-29,157,9,"Denmark"
"5317",2020-04-30,150,9,"Denmark"
"5318",2020-05-01,153,8,"Denmark"
"5319",2020-05-02,96,15,"Denmark"
"5320",2020-05-03,116,9,"Denmark"
"5321",2020-05-04,147,9,"Denmark"
"5322",2020-05-05,151,10,"Denmark"
"5323",2020-05-06,117,3,"Denmark"
"5324",2020-05-07,145,8,"Denmark"
"5325",2020-05-08,135,8,"Denmark"
"5326",2020-05-09,101,4,"Denmark"
"5327",2020-05-10,110,3,"Denmark"
"5328",2020-05-11,84,4,"Denmark"
"5329",2020-01-22,0,0,"Diamond Princess"
"5330",2020-01-23,0,0,"Diamond Princess"
"5331",2020-01-24,0,0,"Diamond Princess"
"5332",2020-01-25,0,0,"Diamond Princess"
"5333",2020-01-26,0,0,"Diamond Princess"
"5334",2020-01-27,0,0,"Diamond Princess"
"5335",2020-01-28,0,0,"Diamond Princess"
"5336",2020-01-29,0,0,"Diamond Princess"
"5337",2020-01-30,0,0,"Diamond Princess"
"5338",2020-01-31,0,0,"Diamond Princess"
"5339",2020-02-01,0,0,"Diamond Princess"
"5340",2020-02-02,0,0,"Diamond Princess"
"5341",2020-02-03,0,0,"Diamond Princess"
"5342",2020-02-04,0,0,"Diamond Princess"
"5343",2020-02-05,0,0,"Diamond Princess"
"5344",2020-02-06,0,0,"Diamond Princess"
"5345",2020-02-07,61,0,"Diamond Princess"
"5346",2020-02-08,0,0,"Diamond Princess"
"5347",2020-02-09,3,0,"Diamond Princess"
"5348",2020-02-10,71,0,"Diamond Princess"
"5349",2020-02-11,0,0,"Diamond Princess"
"5350",2020-02-12,40,0,"Diamond Princess"
"5351",2020-02-13,0,0,"Diamond Princess"
"5352",2020-02-14,43,0,"Diamond Princess"
"5353",2020-02-15,67,0,"Diamond Princess"
"5354",2020-02-16,70,0,"Diamond Princess"
"5355",2020-02-17,99,0,"Diamond Princess"
"5356",2020-02-18,88,0,"Diamond Princess"
"5357",2020-02-19,79,0,"Diamond Princess"
"5358",2020-02-20,13,2,"Diamond Princess"
"5359",2020-02-21,0,0,"Diamond Princess"
"5360",2020-02-22,0,0,"Diamond Princess"
"5361",2020-02-23,57,1,"Diamond Princess"
"5362",2020-02-24,0,0,"Diamond Princess"
"5363",2020-02-25,0,0,"Diamond Princess"
"5364",2020-02-26,14,1,"Diamond Princess"
"5365",2020-02-27,0,0,"Diamond Princess"
"5366",2020-02-28,0,2,"Diamond Princess"
"5367",2020-02-29,0,0,"Diamond Princess"
"5368",2020-03-01,0,0,"Diamond Princess"
"5369",2020-03-02,0,0,"Diamond Princess"
"5370",2020-03-03,1,0,"Diamond Princess"
"5371",2020-03-04,0,0,"Diamond Princess"
"5372",2020-03-05,0,0,"Diamond Princess"
"5373",2020-03-06,0,0,"Diamond Princess"
"5374",2020-03-07,0,0,"Diamond Princess"
"5375",2020-03-08,0,0,"Diamond Princess"
"5376",2020-03-09,0,0,"Diamond Princess"
"5377",2020-03-10,0,0,"Diamond Princess"
"5378",2020-03-11,0,1,"Diamond Princess"
"5379",2020-03-12,0,0,"Diamond Princess"
"5380",2020-03-13,0,0,"Diamond Princess"
"5381",2020-03-14,0,0,"Diamond Princess"
"5382",2020-03-15,0,0,"Diamond Princess"
"5383",2020-03-16,0,0,"Diamond Princess"
"5384",2020-03-17,0,0,"Diamond Princess"
"5385",2020-03-18,6,0,"Diamond Princess"
"5386",2020-03-19,0,0,"Diamond Princess"
"5387",2020-03-20,0,0,"Diamond Princess"
"5388",2020-03-21,0,1,"Diamond Princess"
"5389",2020-03-22,0,0,"Diamond Princess"
"5390",2020-03-23,0,0,"Diamond Princess"
"5391",2020-03-24,0,2,"Diamond Princess"
"5392",2020-03-25,0,0,"Diamond Princess"
"5393",2020-03-26,0,0,"Diamond Princess"
"5394",2020-03-27,0,0,"Diamond Princess"
"5395",2020-03-28,0,0,"Diamond Princess"
"5396",2020-03-29,0,0,"Diamond Princess"
"5397",2020-03-30,0,0,"Diamond Princess"
"5398",2020-03-31,0,0,"Diamond Princess"
"5399",2020-04-01,0,1,"Diamond Princess"
"5400",2020-04-02,0,0,"Diamond Princess"
"5401",2020-04-03,0,0,"Diamond Princess"
"5402",2020-04-04,0,0,"Diamond Princess"
"5403",2020-04-05,0,0,"Diamond Princess"
"5404",2020-04-06,0,0,"Diamond Princess"
"5405",2020-04-07,0,0,"Diamond Princess"
"5406",2020-04-08,0,0,"Diamond Princess"
"5407",2020-04-09,0,0,"Diamond Princess"
"5408",2020-04-10,0,0,"Diamond Princess"
"5409",2020-04-11,0,0,"Diamond Princess"
"5410",2020-04-12,0,0,"Diamond Princess"
"5411",2020-04-13,0,0,"Diamond Princess"
"5412",2020-04-14,0,1,"Diamond Princess"
"5413",2020-04-15,0,0,"Diamond Princess"
"5414",2020-04-16,0,0,"Diamond Princess"
"5415",2020-04-17,0,1,"Diamond Princess"
"5416",2020-04-18,0,0,"Diamond Princess"
"5417",2020-04-19,0,0,"Diamond Princess"
"5418",2020-04-20,0,0,"Diamond Princess"
"5419",2020-04-21,0,0,"Diamond Princess"
"5420",2020-04-22,0,0,"Diamond Princess"
"5421",2020-04-23,0,0,"Diamond Princess"
"5422",2020-04-24,0,0,"Diamond Princess"
"5423",2020-04-25,0,0,"Diamond Princess"
"5424",2020-04-26,0,0,"Diamond Princess"
"5425",2020-04-27,0,0,"Diamond Princess"
"5426",2020-04-28,0,0,"Diamond Princess"
"5427",2020-04-29,0,0,"Diamond Princess"
"5428",2020-04-30,0,0,"Diamond Princess"
"5429",2020-05-01,0,0,"Diamond Princess"
"5430",2020-05-02,0,0,"Diamond Princess"
"5431",2020-05-03,0,0,"Diamond Princess"
"5432",2020-05-04,0,0,"Diamond Princess"
"5433",2020-05-05,0,0,"Diamond Princess"
"5434",2020-05-06,0,0,"Diamond Princess"
"5435",2020-05-07,0,0,"Diamond Princess"
"5436",2020-05-08,0,0,"Diamond Princess"
"5437",2020-05-09,0,0,"Diamond Princess"
"5438",2020-05-10,0,0,"Diamond Princess"
"5439",2020-05-11,0,0,"Diamond Princess"
"5440",2020-01-22,0,0,"Djibouti"
"5441",2020-01-23,0,0,"Djibouti"
"5442",2020-01-24,0,0,"Djibouti"
"5443",2020-01-25,0,0,"Djibouti"
"5444",2020-01-26,0,0,"Djibouti"
"5445",2020-01-27,0,0,"Djibouti"
"5446",2020-01-28,0,0,"Djibouti"
"5447",2020-01-29,0,0,"Djibouti"
"5448",2020-01-30,0,0,"Djibouti"
"5449",2020-01-31,0,0,"Djibouti"
"5450",2020-02-01,0,0,"Djibouti"
"5451",2020-02-02,0,0,"Djibouti"
"5452",2020-02-03,0,0,"Djibouti"
"5453",2020-02-04,0,0,"Djibouti"
"5454",2020-02-05,0,0,"Djibouti"
"5455",2020-02-06,0,0,"Djibouti"
"5456",2020-02-07,0,0,"Djibouti"
"5457",2020-02-08,0,0,"Djibouti"
"5458",2020-02-09,0,0,"Djibouti"
"5459",2020-02-10,0,0,"Djibouti"
"5460",2020-02-11,0,0,"Djibouti"
"5461",2020-02-12,0,0,"Djibouti"
"5462",2020-02-13,0,0,"Djibouti"
"5463",2020-02-14,0,0,"Djibouti"
"5464",2020-02-15,0,0,"Djibouti"
"5465",2020-02-16,0,0,"Djibouti"
"5466",2020-02-17,0,0,"Djibouti"
"5467",2020-02-18,0,0,"Djibouti"
"5468",2020-02-19,0,0,"Djibouti"
"5469",2020-02-20,0,0,"Djibouti"
"5470",2020-02-21,0,0,"Djibouti"
"5471",2020-02-22,0,0,"Djibouti"
"5472",2020-02-23,0,0,"Djibouti"
"5473",2020-02-24,0,0,"Djibouti"
"5474",2020-02-25,0,0,"Djibouti"
"5475",2020-02-26,0,0,"Djibouti"
"5476",2020-02-27,0,0,"Djibouti"
"5477",2020-02-28,0,0,"Djibouti"
"5478",2020-02-29,0,0,"Djibouti"
"5479",2020-03-01,0,0,"Djibouti"
"5480",2020-03-02,0,0,"Djibouti"
"5481",2020-03-03,0,0,"Djibouti"
"5482",2020-03-04,0,0,"Djibouti"
"5483",2020-03-05,0,0,"Djibouti"
"5484",2020-03-06,0,0,"Djibouti"
"5485",2020-03-07,0,0,"Djibouti"
"5486",2020-03-08,0,0,"Djibouti"
"5487",2020-03-09,0,0,"Djibouti"
"5488",2020-03-10,0,0,"Djibouti"
"5489",2020-03-11,0,0,"Djibouti"
"5490",2020-03-12,0,0,"Djibouti"
"5491",2020-03-13,0,0,"Djibouti"
"5492",2020-03-14,0,0,"Djibouti"
"5493",2020-03-15,0,0,"Djibouti"
"5494",2020-03-16,0,0,"Djibouti"
"5495",2020-03-17,0,0,"Djibouti"
"5496",2020-03-18,1,0,"Djibouti"
"5497",2020-03-19,0,0,"Djibouti"
"5498",2020-03-20,0,0,"Djibouti"
"5499",2020-03-21,0,0,"Djibouti"
"5500",2020-03-22,0,0,"Djibouti"
"5501",2020-03-23,2,0,"Djibouti"
"5502",2020-03-24,0,0,"Djibouti"
"5503",2020-03-25,8,0,"Djibouti"
"5504",2020-03-26,0,0,"Djibouti"
"5505",2020-03-27,1,0,"Djibouti"
"5506",2020-03-28,2,0,"Djibouti"
"5507",2020-03-29,4,0,"Djibouti"
"5508",2020-03-30,0,0,"Djibouti"
"5509",2020-03-31,12,0,"Djibouti"
"5510",2020-04-01,3,0,"Djibouti"
"5511",2020-04-02,7,0,"Djibouti"
"5512",2020-04-03,9,0,"Djibouti"
"5513",2020-04-04,1,0,"Djibouti"
"5514",2020-04-05,9,0,"Djibouti"
"5515",2020-04-06,31,0,"Djibouti"
"5516",2020-04-07,0,0,"Djibouti"
"5517",2020-04-08,45,0,"Djibouti"
"5518",2020-04-09,0,0,"Djibouti"
"5519",2020-04-10,15,1,"Djibouti"
"5520",2020-04-11,37,1,"Djibouti"
"5521",2020-04-12,27,0,"Djibouti"
"5522",2020-04-13,84,0,"Djibouti"
"5523",2020-04-14,65,0,"Djibouti"
"5524",2020-04-15,72,0,"Djibouti"
"5525",2020-04-16,156,0,"Djibouti"
"5526",2020-04-17,141,0,"Djibouti"
"5527",2020-04-18,0,0,"Djibouti"
"5528",2020-04-19,114,0,"Djibouti"
"5529",2020-04-20,0,0,"Djibouti"
"5530",2020-04-21,99,0,"Djibouti"
"5531",2020-04-22,29,0,"Djibouti"
"5532",2020-04-23,12,0,"Djibouti"
"5533",2020-04-24,13,0,"Djibouti"
"5534",2020-04-25,9,0,"Djibouti"
"5535",2020-04-26,15,0,"Djibouti"
"5536",2020-04-27,12,0,"Djibouti"
"5537",2020-04-28,37,0,"Djibouti"
"5538",2020-04-29,5,0,"Djibouti"
"5539",2020-04-30,12,0,"Djibouti"
"5540",2020-05-01,8,0,"Djibouti"
"5541",2020-05-02,15,0,"Djibouti"
"5542",2020-05-03,0,0,"Djibouti"
"5543",2020-05-04,4,0,"Djibouti"
"5544",2020-05-05,4,0,"Djibouti"
"5545",2020-05-06,4,1,"Djibouti"
"5546",2020-05-07,9,0,"Djibouti"
"5547",2020-05-08,2,0,"Djibouti"
"5548",2020-05-09,54,0,"Djibouti"
"5549",2020-05-10,21,0,"Djibouti"
"5550",2020-05-11,17,0,"Djibouti"
"5551",2020-01-22,0,0,"Dominica"
"5552",2020-01-23,0,0,"Dominica"
"5553",2020-01-24,0,0,"Dominica"
"5554",2020-01-25,0,0,"Dominica"
"5555",2020-01-26,0,0,"Dominica"
"5556",2020-01-27,0,0,"Dominica"
"5557",2020-01-28,0,0,"Dominica"
"5558",2020-01-29,0,0,"Dominica"
"5559",2020-01-30,0,0,"Dominica"
"5560",2020-01-31,0,0,"Dominica"
"5561",2020-02-01,0,0,"Dominica"
"5562",2020-02-02,0,0,"Dominica"
"5563",2020-02-03,0,0,"Dominica"
"5564",2020-02-04,0,0,"Dominica"
"5565",2020-02-05,0,0,"Dominica"
"5566",2020-02-06,0,0,"Dominica"
"5567",2020-02-07,0,0,"Dominica"
"5568",2020-02-08,0,0,"Dominica"
"5569",2020-02-09,0,0,"Dominica"
"5570",2020-02-10,0,0,"Dominica"
"5571",2020-02-11,0,0,"Dominica"
"5572",2020-02-12,0,0,"Dominica"
"5573",2020-02-13,0,0,"Dominica"
"5574",2020-02-14,0,0,"Dominica"
"5575",2020-02-15,0,0,"Dominica"
"5576",2020-02-16,0,0,"Dominica"
"5577",2020-02-17,0,0,"Dominica"
"5578",2020-02-18,0,0,"Dominica"
"5579",2020-02-19,0,0,"Dominica"
"5580",2020-02-20,0,0,"Dominica"
"5581",2020-02-21,0,0,"Dominica"
"5582",2020-02-22,0,0,"Dominica"
"5583",2020-02-23,0,0,"Dominica"
"5584",2020-02-24,0,0,"Dominica"
"5585",2020-02-25,0,0,"Dominica"
"5586",2020-02-26,0,0,"Dominica"
"5587",2020-02-27,0,0,"Dominica"
"5588",2020-02-28,0,0,"Dominica"
"5589",2020-02-29,0,0,"Dominica"
"5590",2020-03-01,0,0,"Dominica"
"5591",2020-03-02,0,0,"Dominica"
"5592",2020-03-03,0,0,"Dominica"
"5593",2020-03-04,0,0,"Dominica"
"5594",2020-03-05,0,0,"Dominica"
"5595",2020-03-06,0,0,"Dominica"
"5596",2020-03-07,0,0,"Dominica"
"5597",2020-03-08,0,0,"Dominica"
"5598",2020-03-09,0,0,"Dominica"
"5599",2020-03-10,0,0,"Dominica"
"5600",2020-03-11,0,0,"Dominica"
"5601",2020-03-12,0,0,"Dominica"
"5602",2020-03-13,0,0,"Dominica"
"5603",2020-03-14,0,0,"Dominica"
"5604",2020-03-15,0,0,"Dominica"
"5605",2020-03-16,0,0,"Dominica"
"5606",2020-03-17,0,0,"Dominica"
"5607",2020-03-18,0,0,"Dominica"
"5608",2020-03-19,0,0,"Dominica"
"5609",2020-03-20,0,0,"Dominica"
"5610",2020-03-21,0,0,"Dominica"
"5611",2020-03-22,1,0,"Dominica"
"5612",2020-03-23,1,0,"Dominica"
"5613",2020-03-24,0,0,"Dominica"
"5614",2020-03-25,5,0,"Dominica"
"5615",2020-03-26,4,0,"Dominica"
"5616",2020-03-27,0,0,"Dominica"
"5617",2020-03-28,0,0,"Dominica"
"5618",2020-03-29,0,0,"Dominica"
"5619",2020-03-30,0,0,"Dominica"
"5620",2020-03-31,1,0,"Dominica"
"5621",2020-04-01,0,0,"Dominica"
"5622",2020-04-02,0,0,"Dominica"
"5623",2020-04-03,0,0,"Dominica"
"5624",2020-04-04,2,0,"Dominica"
"5625",2020-04-05,0,0,"Dominica"
"5626",2020-04-06,1,0,"Dominica"
"5627",2020-04-07,0,0,"Dominica"
"5628",2020-04-08,0,0,"Dominica"
"5629",2020-04-09,0,0,"Dominica"
"5630",2020-04-10,1,0,"Dominica"
"5631",2020-04-11,0,0,"Dominica"
"5632",2020-04-12,0,0,"Dominica"
"5633",2020-04-13,0,0,"Dominica"
"5634",2020-04-14,0,0,"Dominica"
"5635",2020-04-15,0,0,"Dominica"
"5636",2020-04-16,0,0,"Dominica"
"5637",2020-04-17,0,0,"Dominica"
"5638",2020-04-18,0,0,"Dominica"
"5639",2020-04-19,0,0,"Dominica"
"5640",2020-04-20,0,0,"Dominica"
"5641",2020-04-21,0,0,"Dominica"
"5642",2020-04-22,0,0,"Dominica"
"5643",2020-04-23,0,0,"Dominica"
"5644",2020-04-24,0,0,"Dominica"
"5645",2020-04-25,0,0,"Dominica"
"5646",2020-04-26,0,0,"Dominica"
"5647",2020-04-27,0,0,"Dominica"
"5648",2020-04-28,0,0,"Dominica"
"5649",2020-04-29,0,0,"Dominica"
"5650",2020-04-30,0,0,"Dominica"
"5651",2020-05-01,0,0,"Dominica"
"5652",2020-05-02,0,0,"Dominica"
"5653",2020-05-03,0,0,"Dominica"
"5654",2020-05-04,0,0,"Dominica"
"5655",2020-05-05,0,0,"Dominica"
"5656",2020-05-06,0,0,"Dominica"
"5657",2020-05-07,0,0,"Dominica"
"5658",2020-05-08,0,0,"Dominica"
"5659",2020-05-09,0,0,"Dominica"
"5660",2020-05-10,0,0,"Dominica"
"5661",2020-05-11,0,0,"Dominica"
"5662",2020-01-22,0,0,"Dominican Republic"
"5663",2020-01-23,0,0,"Dominican Republic"
"5664",2020-01-24,0,0,"Dominican Republic"
"5665",2020-01-25,0,0,"Dominican Republic"
"5666",2020-01-26,0,0,"Dominican Republic"
"5667",2020-01-27,0,0,"Dominican Republic"
"5668",2020-01-28,0,0,"Dominican Republic"
"5669",2020-01-29,0,0,"Dominican Republic"
"5670",2020-01-30,0,0,"Dominican Republic"
"5671",2020-01-31,0,0,"Dominican Republic"
"5672",2020-02-01,0,0,"Dominican Republic"
"5673",2020-02-02,0,0,"Dominican Republic"
"5674",2020-02-03,0,0,"Dominican Republic"
"5675",2020-02-04,0,0,"Dominican Republic"
"5676",2020-02-05,0,0,"Dominican Republic"
"5677",2020-02-06,0,0,"Dominican Republic"
"5678",2020-02-07,0,0,"Dominican Republic"
"5679",2020-02-08,0,0,"Dominican Republic"
"5680",2020-02-09,0,0,"Dominican Republic"
"5681",2020-02-10,0,0,"Dominican Republic"
"5682",2020-02-11,0,0,"Dominican Republic"
"5683",2020-02-12,0,0,"Dominican Republic"
"5684",2020-02-13,0,0,"Dominican Republic"
"5685",2020-02-14,0,0,"Dominican Republic"
"5686",2020-02-15,0,0,"Dominican Republic"
"5687",2020-02-16,0,0,"Dominican Republic"
"5688",2020-02-17,0,0,"Dominican Republic"
"5689",2020-02-18,0,0,"Dominican Republic"
"5690",2020-02-19,0,0,"Dominican Republic"
"5691",2020-02-20,0,0,"Dominican Republic"
"5692",2020-02-21,0,0,"Dominican Republic"
"5693",2020-02-22,0,0,"Dominican Republic"
"5694",2020-02-23,0,0,"Dominican Republic"
"5695",2020-02-24,0,0,"Dominican Republic"
"5696",2020-02-25,0,0,"Dominican Republic"
"5697",2020-02-26,0,0,"Dominican Republic"
"5698",2020-02-27,0,0,"Dominican Republic"
"5699",2020-02-28,0,0,"Dominican Republic"
"5700",2020-02-29,0,0,"Dominican Republic"
"5701",2020-03-01,1,0,"Dominican Republic"
"5702",2020-03-02,0,0,"Dominican Republic"
"5703",2020-03-03,0,0,"Dominican Republic"
"5704",2020-03-04,0,0,"Dominican Republic"
"5705",2020-03-05,0,0,"Dominican Republic"
"5706",2020-03-06,1,0,"Dominican Republic"
"5707",2020-03-07,0,0,"Dominican Republic"
"5708",2020-03-08,3,0,"Dominican Republic"
"5709",2020-03-09,0,0,"Dominican Republic"
"5710",2020-03-10,0,0,"Dominican Republic"
"5711",2020-03-11,0,0,"Dominican Republic"
"5712",2020-03-12,0,0,"Dominican Republic"
"5713",2020-03-13,0,0,"Dominican Republic"
"5714",2020-03-14,6,0,"Dominican Republic"
"5715",2020-03-15,0,0,"Dominican Republic"
"5716",2020-03-16,0,0,"Dominican Republic"
"5717",2020-03-17,10,1,"Dominican Republic"
"5718",2020-03-18,0,0,"Dominican Republic"
"5719",2020-03-19,13,1,"Dominican Republic"
"5720",2020-03-20,38,0,"Dominican Republic"
"5721",2020-03-21,40,0,"Dominican Republic"
"5722",2020-03-22,90,1,"Dominican Republic"
"5723",2020-03-23,43,0,"Dominican Republic"
"5724",2020-03-24,67,3,"Dominican Republic"
"5725",2020-03-25,80,4,"Dominican Republic"
"5726",2020-03-26,96,0,"Dominican Republic"
"5727",2020-03-27,93,10,"Dominican Republic"
"5728",2020-03-28,138,8,"Dominican Republic"
"5729",2020-03-29,140,11,"Dominican Republic"
"5730",2020-03-30,42,3,"Dominican Republic"
"5731",2020-03-31,208,9,"Dominican Republic"
"5732",2020-04-01,175,6,"Dominican Republic"
"5733",2020-04-02,96,3,"Dominican Republic"
"5734",2020-04-03,108,8,"Dominican Republic"
"5735",2020-04-04,0,0,"Dominican Republic"
"5736",2020-04-05,257,14,"Dominican Republic"
"5737",2020-04-06,83,4,"Dominican Republic"
"5738",2020-04-07,128,12,"Dominican Republic"
"5739",2020-04-08,155,10,"Dominican Republic"
"5740",2020-04-09,238,10,"Dominican Republic"
"5741",2020-04-10,271,8,"Dominican Republic"
"5742",2020-04-11,139,9,"Dominican Republic"
"5743",2020-04-12,208,38,"Dominican Republic"
"5744",2020-04-13,200,4,"Dominican Republic"
"5745",2020-04-14,119,6,"Dominican Republic"
"5746",2020-04-15,328,6,"Dominican Republic"
"5747",2020-04-16,141,7,"Dominican Republic"
"5748",2020-04-17,371,4,"Dominican Republic"
"5749",2020-04-18,209,17,"Dominican Republic"
"5750",2020-04-19,345,9,"Dominican Republic"
"5751",2020-04-20,284,9,"Dominican Republic"
"5752",2020-04-21,80,10,"Dominican Republic"
"5753",2020-04-22,256,15,"Dominican Republic"
"5754",2020-04-23,243,5,"Dominican Republic"
"5755",2020-04-24,206,2,"Dominican Republic"
"5756",2020-04-25,177,6,"Dominican Republic"
"5757",2020-04-26,209,5,"Dominican Republic"
"5758",2020-04-27,158,4,"Dominican Republic"
"5759",2020-04-28,123,4,"Dominican Republic"
"5760",2020-04-29,236,7,"Dominican Republic"
"5761",2020-04-30,320,8,"Dominican Republic"
"5762",2020-05-01,316,12,"Dominican Republic"
"5763",2020-05-02,290,13,"Dominican Republic"
"5764",2020-05-03,376,7,"Dominican Republic"
"5765",2020-05-04,281,13,"Dominican Republic"
"5766",2020-05-05,245,8,"Dominican Republic"
"5767",2020-05-06,327,8,"Dominican Republic"
"5768",2020-05-07,288,11,"Dominican Republic"
"5769",2020-05-08,281,7,"Dominican Republic"
"5770",2020-05-09,506,5,"Dominican Republic"
"5771",2020-05-10,465,3,"Dominican Republic"
"5772",2020-05-11,287,5,"Dominican Republic"
"5773",2020-01-22,0,0,"Ecuador"
"5774",2020-01-23,0,0,"Ecuador"
"5775",2020-01-24,0,0,"Ecuador"
"5776",2020-01-25,0,0,"Ecuador"
"5777",2020-01-26,0,0,"Ecuador"
"5778",2020-01-27,0,0,"Ecuador"
"5779",2020-01-28,0,0,"Ecuador"
"5780",2020-01-29,0,0,"Ecuador"
"5781",2020-01-30,0,0,"Ecuador"
"5782",2020-01-31,0,0,"Ecuador"
"5783",2020-02-01,0,0,"Ecuador"
"5784",2020-02-02,0,0,"Ecuador"
"5785",2020-02-03,0,0,"Ecuador"
"5786",2020-02-04,0,0,"Ecuador"
"5787",2020-02-05,0,0,"Ecuador"
"5788",2020-02-06,0,0,"Ecuador"
"5789",2020-02-07,0,0,"Ecuador"
"5790",2020-02-08,0,0,"Ecuador"
"5791",2020-02-09,0,0,"Ecuador"
"5792",2020-02-10,0,0,"Ecuador"
"5793",2020-02-11,0,0,"Ecuador"
"5794",2020-02-12,0,0,"Ecuador"
"5795",2020-02-13,0,0,"Ecuador"
"5796",2020-02-14,0,0,"Ecuador"
"5797",2020-02-15,0,0,"Ecuador"
"5798",2020-02-16,0,0,"Ecuador"
"5799",2020-02-17,0,0,"Ecuador"
"5800",2020-02-18,0,0,"Ecuador"
"5801",2020-02-19,0,0,"Ecuador"
"5802",2020-02-20,0,0,"Ecuador"
"5803",2020-02-21,0,0,"Ecuador"
"5804",2020-02-22,0,0,"Ecuador"
"5805",2020-02-23,0,0,"Ecuador"
"5806",2020-02-24,0,0,"Ecuador"
"5807",2020-02-25,0,0,"Ecuador"
"5808",2020-02-26,0,0,"Ecuador"
"5809",2020-02-27,0,0,"Ecuador"
"5810",2020-02-28,0,0,"Ecuador"
"5811",2020-02-29,0,0,"Ecuador"
"5812",2020-03-01,6,0,"Ecuador"
"5813",2020-03-02,0,0,"Ecuador"
"5814",2020-03-03,1,0,"Ecuador"
"5815",2020-03-04,3,0,"Ecuador"
"5816",2020-03-05,3,0,"Ecuador"
"5817",2020-03-06,0,0,"Ecuador"
"5818",2020-03-07,0,0,"Ecuador"
"5819",2020-03-08,1,0,"Ecuador"
"5820",2020-03-09,1,0,"Ecuador"
"5821",2020-03-10,0,0,"Ecuador"
"5822",2020-03-11,2,0,"Ecuador"
"5823",2020-03-12,0,0,"Ecuador"
"5824",2020-03-13,0,0,"Ecuador"
"5825",2020-03-14,11,2,"Ecuador"
"5826",2020-03-15,0,0,"Ecuador"
"5827",2020-03-16,9,0,"Ecuador"
"5828",2020-03-17,21,0,"Ecuador"
"5829",2020-03-18,53,0,"Ecuador"
"5830",2020-03-19,88,1,"Ecuador"
"5831",2020-03-20,168,2,"Ecuador"
"5832",2020-03-21,139,2,"Ecuador"
"5833",2020-03-22,283,7,"Ecuador"
"5834",2020-03-23,192,4,"Ecuador"
"5835",2020-03-24,101,9,"Ecuador"
"5836",2020-03-25,91,1,"Ecuador"
"5837",2020-03-26,230,6,"Ecuador"
"5838",2020-03-27,192,2,"Ecuador"
"5839",2020-03-28,228,12,"Ecuador"
"5840",2020-03-29,101,10,"Ecuador"
"5841",2020-03-30,38,2,"Ecuador"
"5842",2020-03-31,278,15,"Ecuador"
"5843",2020-04-01,508,18,"Ecuador"
"5844",2020-04-02,415,27,"Ecuador"
"5845",2020-04-03,205,25,"Ecuador"
"5846",2020-04-04,97,27,"Ecuador"
"5847",2020-04-05,181,8,"Ecuador"
"5848",2020-04-06,101,11,"Ecuador"
"5849",2020-04-07,0,0,"Ecuador"
"5850",2020-04-08,703,51,"Ecuador"
"5851",2020-04-09,515,30,"Ecuador"
"5852",2020-04-10,2196,25,"Ecuador"
"5853",2020-04-11,96,18,"Ecuador"
"5854",2020-04-12,209,18,"Ecuador"
"5855",2020-04-13,63,22,"Ecuador"
"5856",2020-04-14,74,14,"Ecuador"
"5857",2020-04-15,255,19,"Ecuador"
"5858",2020-04-16,367,15,"Ecuador"
"5859",2020-04-17,225,18,"Ecuador"
"5860",2020-04-18,572,35,"Ecuador"
"5861",2020-04-19,446,18,"Ecuador"
"5862",2020-04-20,660,33,"Ecuador"
"5863",2020-04-21,270,13,"Ecuador"
"5864",2020-04-22,452,17,"Ecuador"
"5865",2020-04-23,333,23,"Ecuador"
"5866",2020-04-24,11536,16,"Ecuador"
"5867",2020-04-25,0,0,"Ecuador"
"5868",2020-04-26,0,0,"Ecuador"
"5869",2020-04-27,521,87,"Ecuador"
"5870",2020-04-28,1018,208,"Ecuador"
"5871",2020-04-29,417,12,"Ecuador"
"5872",2020-04-30,259,17,"Ecuador"
"5873",2020-05-01,1402,163,"Ecuador"
"5874",2020-05-02,1128,308,"Ecuador"
"5875",2020-05-03,2074,193,"Ecuador"
"5876",2020-05-04,2343,5,"Ecuador"
"5877",2020-05-05,0,0,"Ecuador"
"5878",2020-05-06,0,49,"Ecuador"
"5879",2020-05-07,-1583,36,"Ecuador"
"5880",2020-05-08,-1480,50,"Ecuador"
"5881",2020-05-09,253,13,"Ecuador"
"5882",2020-05-10,488,410,"Ecuador"
"5883",2020-05-11,-50,18,"Ecuador"
"5884",2020-01-22,0,0,"Egypt"
"5885",2020-01-23,0,0,"Egypt"
"5886",2020-01-24,0,0,"Egypt"
"5887",2020-01-25,0,0,"Egypt"
"5888",2020-01-26,0,0,"Egypt"
"5889",2020-01-27,0,0,"Egypt"
"5890",2020-01-28,0,0,"Egypt"
"5891",2020-01-29,0,0,"Egypt"
"5892",2020-01-30,0,0,"Egypt"
"5893",2020-01-31,0,0,"Egypt"
"5894",2020-02-01,0,0,"Egypt"
"5895",2020-02-02,0,0,"Egypt"
"5896",2020-02-03,0,0,"Egypt"
"5897",2020-02-04,0,0,"Egypt"
"5898",2020-02-05,0,0,"Egypt"
"5899",2020-02-06,0,0,"Egypt"
"5900",2020-02-07,0,0,"Egypt"
